,start,end,chr,karyo_band,chr_arm,numeric_chr,cytoband,geneID,geneIDversion
GOLGA8Q,30844183.0,30854704.0,15,15q13.2,15q,15,q13.2,ENSG00000178115,ENSG00000178115.10
GOLGA8R,30695943.0,30706463.0,15,15q13.2,15q,15,q13.2,ENSG00000186399,ENSG00000186399.8
GOLGA8T,30427352.0,30437770.0,15,15q13.2,15q,15,q13.2,ENSG00000261247,ENSG00000261247.1
HERC2P9,28834638.0,28930410.0,15,15q13.1,15q,15,q13.1,ENSG00000206149,ENSG00000206149.6
NDNL2,29560353.0,29562033.0,15,15q13.1,15q,15,q13.1,ENSG00000185115,ENSG00000185115.4
RN7SL196P,30697514.0,30697792.0,15,15q13.2,15q,15,q13.2,ENSG00000240221,ENSG00000240221.2
RN7SL238P,28632351.0,28632629.0,15,15q13.1,15q,15,q13.1,ENSG00000241273,ENSG00000241273.2
RN7SL469P,30435925.0,30436203.0,15,15q13.2,15q,15,q13.2,ENSG00000241167,ENSG00000241167.2
RN7SL628P,30904916.0,30905194.0,15,15q13.2,15q,15,q13.2,ENSG00000243928,ENSG00000243928.2
RN7SL673P,30383854.0,30384132.0,15,15q13.2,15q,15,q13.2,ENSG00000239955,ENSG00000239955.2
RN7SL719P,28948669.0,28948947.0,15,15q13.1,15q,15,q13.1,ENSG00000241075,ENSG00000241075.2
RN7SL796P,30852855.0,30853133.0,15,15q13.2,15q,15,q13.2,ENSG00000239898,ENSG00000239898.2
RN7SL829P,28769299.0,28769577.0,15,15q13.1,15q,15,q13.1,ENSG00000244424,ENSG00000244424.2
RN7SL82P,31092352.0,31092630.0,15,15q13.2,15q,15,q13.2,ENSG00000241266,ENSG00000241266.2
TJP1,29991571.0,30261068.0,15,15q13.1,15q,15,q13.1,ENSG00000104067,ENSG00000104067.12
U8|ENSG00000207430.1,30873387.0,30873519.0,15,15q13.2,15q,15,q13.2,ENSG00000207430,ENSG00000207430.1
U8|ENSG00000207432.1,30404401.0,30404533.0,15,15q13.2,15q,15,q13.2,ENSG00000207432,ENSG00000207432.1
U8|ENSG00000238519.1,30677162.0,30677294.0,15,15q13.2,15q,15,q13.2,ENSG00000238519,ENSG00000238519.1
U8|ENSG00000252602.1,30935128.0,30935255.0,15,15q13.2,15q,15,q13.2,ENSG00000252602,ENSG00000252602.1
ULK4P2,30864941.0,30892918.0,15,15q13.2,15q,15,q13.2,ENSG00000260128,ENSG00000260128.2
ULK4P3,30395923.0,30423960.0,15,15q13.2,15q,15,q13.2,ENSG00000178081,ENSG00000178081.8
WHAMMP2,28982729.0,29002537.0,15,15q13.1,15q,15,q13.1,ENSG00000248334,ENSG00000248334.2
snoZ278,29526072.0,29526183.0,15,15q13.1,15q,15,q13.1,ENSG00000252868,ENSG00000252868.1
FAN1,31196055.0,31235311.0,15,15q13.2,15q,15,q13.2,ENSG00000198690,ENSG00000198690.5
MTMR10,31231144.0,31283810.0,15,15q13.3,15q,15,q13.3,ENSG00000166912,ENSG00000166912.12
TRPM1,31293264.0,31453476.0,15,15q13.3,15q,15,q13.3,ENSG00000134160,ENSG00000134160.9
MIR211,31357235.0,31357344.0,15,15q13.3,15q,15,q13.3,ENSG00000207702,ENSG00000207702.1
KLF13,31619058.0,31727868.0,15,15q13.3,15q,15,q13.3,ENSG00000169926,ENSG00000169926.5
OTUD7A,31775329.0,32162992.0,15,15q13.3,15q,15,q13.3,ENSG00000169918,ENSG00000169918.5
ARHGAP11A,32907345.0,32932150.0,15,15q13.3,15q,15,q13.3,ENSG00000198826,ENSG00000198826.6
CHRNA7,32322691.0,32464722.0,15,15q13.3,15q,15,q13.3,ENSG00000175344,ENSG00000175344.12
GOLGA8K,32684983.0,32695396.0,15,15q13.3,15q,15,q13.3,ENSG00000249931,ENSG00000249931.3
GOLGA8N,32885657.0,32896179.0,15,15q13.3,15q,15,q13.3,ENSG00000232653,ENSG00000232653.4
GOLGA8O,32737307.0,32747835.0,15,15q13.3,15q,15,q13.3,ENSG00000206127,ENSG00000206127.6
RN7SL185P,32686547.0,32686825.0,15,15q13.3,15q,15,q13.3,ENSG00000241459,ENSG00000241459.2
RN7SL286P,32894330.0,32894608.0,15,15q13.3,15q,15,q13.3,ENSG00000242480,ENSG00000242480.2
RN7SL539P,32738879.0,32739157.0,15,15q13.3,15q,15,q13.3,ENSG00000243088,ENSG00000243088.2
SNORA18|ENSG00000206849.1,32220506.0,32220637.0,15,15q13.3,15q,15,q13.3,ENSG00000206849,ENSG00000206849.1
U8|ENSG00000206987.1,32718489.0,32718621.0,15,15q13.3,15q,15,q13.3,ENSG00000206987,ENSG00000206987.1
ULK4P1,32698798.0,32727193.0,15,15q13.3,15q,15,q13.3,ENSG00000261279,ENSG00000261279.1
SCG5,32933877.0,32989299.0,15,15q13.3,15q,15,q13.3,ENSG00000166922,ENSG00000166922.4
GREM1,33010175.0,33026870.0,15,15q13.3,15q,15,q13.3,ENSG00000166923,ENSG00000166923.6
FMN1,33057747.0,33486897.0,15,15q13.3,15q,15,q13.3,ENSG00000248905,ENSG00000248905.4
snoU13|ENSG00000238342.1,33187401.0,33187502.0,15,15q13.3,15q,15,q13.3,ENSG00000238342,ENSG00000238342.1
SNORD77|ENSG00000212415.1,33262928.0,33262992.0,15,15q13.3,15q,15,q13.3,ENSG00000212415,ENSG00000212415.1
TMCO5B,33527753.0,33539822.0,15,15q13.3,15q,15,q13.3,ENSG00000215296,ENSG00000215296.5
RYR3,33603163.0,34158303.0,15,15q14,15q,15,q14,ENSG00000198838,ENSG00000198838.7
AVEN,34158428.0,34331377.0,15,15q14,15q,15,q14,ENSG00000169857,ENSG00000169857.3
CHRM5,34260921.0,34357291.0,15,15q14,15q,15,q14,ENSG00000184984,ENSG00000184984.8
EMC7,34376218.0,34394149.0,15,15q14,15q,15,q14,ENSG00000134153,ENSG00000134153.5
PGBD4,34394274.0,34396591.0,15,15q14,15q,15,q14,ENSG00000182405,ENSG00000182405.4
KATNBL1,34432875.0,34502297.0,15,15q14,15q,15,q14,ENSG00000134152,ENSG00000134152.6
EMC4,34517200.0,34522357.0,15,15q14,15q,15,q14,ENSG00000128463,ENSG00000128463.8
SLC12A6,34525460.0,34630261.0,15,15q14,15q,15,q14,ENSG00000140199,ENSG00000140199.7
NOP10,34633917.0,34635378.0,15,15q14,15q,15,q14,ENSG00000182117,ENSG00000182117.4
NUTM1,34635516.0,34649938.0,15,15q14,15q,15,q14,ENSG00000184507,ENSG00000184507.11
LPCAT4,34651106.0,34659479.0,15,15q14,15q,15,q14,ENSG00000176454,ENSG00000176454.9
GOLGA8A,34671269.0,34880704.0,15,15q14,15q,15,q14,ENSG00000175265,ENSG00000175265.13
GOLGA8B,34817408.0,34880704.0,15,15q14,15q,15,q14,ENSG00000215252,ENSG00000215252.7
SNORA18|ENSG00000252425.1,34889659.0,34889759.0,15,15q14,15q,15,q14,ENSG00000252425,ENSG00000252425.1
GJD2,35043233.0,35047166.0,15,15q14,15q,15,q14,ENSG00000159248,ENSG00000159248.4
ACTC1,35080297.0,35088340.0,15,15q14,15q,15,q14,ENSG00000159251,ENSG00000159251.6
AQR,35147732.0,35262040.0,15,15q14,15q,15,q14,ENSG00000021776,ENSG00000021776.6
ZNF770,35270542.0,35280488.0,15,15q14,15q,15,q14,ENSG00000198146,ENSG00000198146.4
ANP32AP1,35474000.0,35530398.0,15,15q14,15q,15,q14,ENSG00000259516,ENSG00000259516.2
DPH6,35509546.0,35838394.0,15,15q14,15q,15,q14,ENSG00000134146,ENSG00000134146.7
MIR3942,35664457.0,35664565.0,15,15q14,15q,15,q14,ENSG00000265102,ENSG00000265102.1
MIR4510,36219057.0,36219124.0,15,15q14,15q,15,q14,ENSG00000265098,ENSG00000265098.1
C15orf41,36871812.0,37102449.0,15,15q14,15q,15,q14,ENSG00000186073,ENSG00000186073.7
CSNK1A1P1,37090797.0,37110660.0,15,15q14,15q,15,q14,ENSG00000223518,ENSG00000223518.5
U3|ENSG00000212511.1,37144841.0,37145059.0,15,15q14,15q,15,q14,ENSG00000212511,ENSG00000212511.1
MEIS2,37181406.0,37393504.0,15,15q14,15q,15,q14,ENSG00000134138,ENSG00000134138.15
TMCO5A,38214140.0,38259925.0,15,15q14,15q,15,q14,ENSG00000166069,ENSG00000166069.9
SPRED1,38544527.0,38649450.0,15,15q14,15q,15,q14,ENSG00000166068,ENSG00000166068.8
FAM98B,38746328.0,38779911.0,15,15q14,15q,15,q14,ENSG00000171262,ENSG00000171262.7
RASGRP1,38780304.0,38857776.0,15,15q14,15q,15,q14,ENSG00000172575,ENSG00000172575.7
C15orf53,38988799.0,38992239.0,15,15q14,15q,15,q14,ENSG00000175779,ENSG00000175779.1
C15orf54,39542885.0,39547046.0,15,15q14,15q,15,q14,ENSG00000175746,ENSG00000175746.4
THBS1,39873280.0,39891667.0,15,15q14,15q,15,q14,ENSG00000137801,ENSG00000137801.9
FSIP1,39892232.0,40075031.0,15,15q14,15q,15,q14,ENSG00000150667,ENSG00000150667.6
GPR176,40091233.0,40213093.0,15,15q15.1,15q,15,q15.1,ENSG00000166073,ENSG00000166073.4
EIF2AK4,40226347.0,40327797.0,15,15q15.1,15q,15,q15.1,ENSG00000128829,ENSG00000128829.7
snoU13|ENSG00000238564.1,40242907.0,40243009.0,15,15q15.1,15q,15,q15.1,ENSG00000238564,ENSG00000238564.1
SRP14,40327940.0,40331389.0,15,15q15.1,15q,15,q15.1,ENSG00000140319,ENSG00000140319.6
BMF,40380091.0,40401093.0,15,15q15.1,15q,15,q15.1,ENSG00000104081,ENSG00000104081.9
BUB1B,40453224.0,40513337.0,15,15q15.1,15q,15,q15.1,ENSG00000156970,ENSG00000156970.8
PAK6,40509629.0,40569688.0,15,15q15.1,15q,15,q15.1,ENSG00000137843,ENSG00000137843.7
C15orf56,40542865.0,40545170.0,15,15q15.1,15q,15,q15.1,ENSG00000176753,ENSG00000176753.3
PLCB2,40570377.0,40600136.0,15,15q15.1,15q,15,q15.1,ENSG00000137841,ENSG00000137841.7
ANKRD63,40573645.0,40574787.0,15,15q15.1,15q,15,q15.1,ENSG00000230778,ENSG00000230778.1
LINC00984,40617417.0,40618916.0,15,15q15.1,15q,15,q15.1,ENSG00000259330,ENSG00000259330.1
C15orf52,40623653.0,40633168.0,15,15q15.1,15q,15,q15.1,ENSG00000188549,ENSG00000188549.8
RNA5SP392,40623738.0,40623849.0,15,15q15.1,15q,15,q15.1,ENSG00000252714,ENSG00000252714.1
PHGR1,40643234.0,40648635.0,15,15q15.1,15q,15,q15.1,ENSG00000233041,ENSG00000233041.4
DISP2,40650436.0,40663257.0,15,15q15.1,15q,15,q15.1,ENSG00000140323,ENSG00000140323.4
LINC00594,40664026.0,40664677.0,15,15q15.1,15q,15,q15.1,ENSG00000259714,ENSG00000259714.1
KNSTRN,40674922.0,40686447.0,15,15q15.1,15q,15,q15.1,ENSG00000128944,ENSG00000128944.9
IVD,40697686.0,40728146.0,15,15q15.1,15q,15,q15.1,ENSG00000128928,ENSG00000128928.4
BAHD1,40731920.0,40760441.0,15,15q15.1,15q,15,q15.1,ENSG00000140320,ENSG00000140320.7
CHST14,40763160.0,40765353.0,15,15q15.1,15q,15,q15.1,ENSG00000169105,ENSG00000169105.6
C15orf57,40820882.0,40857256.0,15,15q15.1,15q,15,q15.1,ENSG00000128891,ENSG00000128891.11
RPUSD2,40861499.0,40866659.0,15,15q15.1,15q,15,q15.1,ENSG00000166133,ENSG00000166133.13
CASC5,40886218.0,40956540.0,15,15q15.1,15q,15,q15.1,ENSG00000137812,ENSG00000137812.15
snoU13|ENSG00000238559.1,40899410.0,40899510.0,15,15q15.1,15q,15,q15.1,ENSG00000238559,ENSG00000238559.1
RN7SL376P,40907865.0,40908126.0,15,15q15.1,15q,15,q15.1,ENSG00000265814,ENSG00000265814.1
RAD51,40986972.0,41024354.0,15,15q15.1,15q,15,q15.1,ENSG00000051180,ENSG00000051180.12
RMDN3,41028082.0,41048049.0,15,15q15.1,15q,15,q15.1,ENSG00000137824,ENSG00000137824.11
GCHFR,41056218.0,41059906.0,15,15q15.1,15q,15,q15.1,ENSG00000137880,ENSG00000137880.4
C15orf62,41062159.0,41064643.0,15,15q15.1,15q,15,q15.1,ENSG00000188277,ENSG00000188277.8
DNAJC17,41060067.0,41099675.0,15,15q15.1,15q,15,q15.1,ENSG00000104129,ENSG00000104129.5
ZFYVE19,41099284.0,41106767.0,15,15q15.1,15q,15,q15.1,ENSG00000166140,ENSG00000166140.13
PPP1R14D,41107650.0,41120907.0,15,15q15.1,15q,15,q15.1,ENSG00000166143,ENSG00000166143.5
SPINT1,41136216.0,41150405.0,15,15q15.1,15q,15,q15.1,ENSG00000166145,ENSG00000166145.10
RHOV,41164412.0,41166487.0,15,15q15.1,15q,15,q15.1,ENSG00000104140,ENSG00000104140.6
VPS18,41186628.0,41196173.0,15,15q15.1,15q,15,q15.1,ENSG00000104142,ENSG00000104142.6
DLL4,41221538.0,41231237.0,15,15q15.1,15q,15,q15.1,ENSG00000128917,ENSG00000128917.5
CHAC1,41245160.0,41248710.0,15,15q15.1,15q,15,q15.1,ENSG00000128965,ENSG00000128965.7
INO80,41271078.0,41408552.0,15,15q15.1,15q,15,q15.1,ENSG00000128908,ENSG00000128908.11
EXD1,41474923.0,41522941.0,15,15q15.1,15q,15,q15.1,ENSG00000178997,ENSG00000178997.7
RN7SL497P,41484165.0,41484463.0,15,15q15.1,15q,15,q15.1,ENSG00000240847,ENSG00000240847.2
CHP1,41523037.0,41574043.0,15,15q15.1,15q,15,q15.1,ENSG00000187446,ENSG00000187446.7
OIP5,41601466.0,41624819.0,15,15q15.1,15q,15,q15.1,ENSG00000104147,ENSG00000104147.4
NUSAP1,41624892.0,41673248.0,15,15q15.1,15q,15,q15.1,ENSG00000137804,ENSG00000137804.8
NDUFAF1,41679551.0,41694717.0,15,15q15.1,15q,15,q15.1,ENSG00000137806,ENSG00000137806.4
RTF1,41700606.0,41775761.0,15,15q15.1,15q,15,q15.1,ENSG00000137815,ENSG00000137815.10
ITPKA,41785591.0,41795747.0,15,15q15.1,15q,15,q15.1,ENSG00000137825,ENSG00000137825.6
LTK,41795836.0,41806085.0,15,15q15.1,15q,15,q15.1,ENSG00000062524,ENSG00000062524.11
RPAP1,41809374.0,41836467.0,15,15q15.1,15q,15,q15.1,ENSG00000103932,ENSG00000103932.7
TYRO3,41849873.0,41871536.0,15,15q15.1,15q,15,q15.1,ENSG00000092445,ENSG00000092445.7
MGA,41913422.0,42062141.0,15,15q15.1,15q,15,q15.1,ENSG00000174197,ENSG00000174197.12
MIR626,41983783.0,41983876.0,15,15q15.1,15q,15,q15.1,ENSG00000207766,ENSG00000207766.1
MAPKBP1,42066632.0,42120053.0,15,15q15.1,15q,15,q15.1,ENSG00000137802,ENSG00000137802.9
JMJD7,42120283.0,42129779.0,15,15q15.1,15q,15,q15.1,ENSG00000243789,ENSG00000243789.6
PLA2G4B,42120283.0,42140345.0,15,15q15.1,15q,15,q15.1,ENSG00000243708,ENSG00000243708.4
RNA5SP393,42144111.0,42144227.0,15,15q15.1,15q,15,q15.1,ENSG00000200293,ENSG00000200293.1
SPTBN5,42140345.0,42186275.0,15,15q15.1,15q,15,q15.1,ENSG00000137877,ENSG00000137877.8
MIR4310,42158693.0,42158749.0,15,15q15.1,15q,15,q15.1,ENSG00000264850,ENSG00000264850.1
EHD4,42190950.0,42264776.0,15,15q15.1,15q,15,q15.1,ENSG00000103966,ENSG00000103966.5
PLA2G4E,42273780.0,42343388.0,15,15q15.1,15q,15,q15.1,ENSG00000188089,ENSG00000188089.9
PLA2G4D,42359207.0,42386752.0,15,15q15.1,15q,15,q15.1,ENSG00000159337,ENSG00000159337.6
PLA2G4F,42433332.0,42448839.0,15,15q15.1,15q,15,q15.1,ENSG00000168907,ENSG00000168907.9
VPS39,42450899.0,42500514.0,15,15q15.1,15q,15,q15.1,ENSG00000166887,ENSG00000166887.11
MIR627,42491768.0,42491864.0,15,15q15.1,15q,15,q15.1,ENSG00000207712,ENSG00000207712.1
TMEM87A,42502730.0,42565861.0,15,15q15.1,15q,15,q15.1,ENSG00000103978,ENSG00000103978.11
GANC,42565431.0,42645864.0,15,15q15.1,15q,15,q15.1,ENSG00000214013,ENSG00000214013.5
CAPN3,42640301.0,42704516.0,15,15q15.1,15q,15,q15.1,ENSG00000092529,ENSG00000092529.18
ZNF106,42705021.0,42783321.0,15,15q15.1,15q,15,q15.1,ENSG00000103994,ENSG00000103994.12
SNAP23,42783431.0,42837547.0,15,15q15.1,15q,15,q15.1,ENSG00000092531,ENSG00000092531.5
LRRC57,42834720.0,42841000.0,15,15q15.2,15q,15,q15.2,ENSG00000180979,ENSG00000180979.5
HAUS2,42841008.0,42862192.0,15,15q15.2,15q,15,q15.2,ENSG00000137814,ENSG00000137814.5
STARD9,42867857.0,43013179.0,15,15q15.2,15q,15,q15.2,ENSG00000159433,ENSG00000159433.7
snoU13|ENSG00000239025.1,43000890.0,43000990.0,15,15q15.2,15q,15,q15.2,ENSG00000239025,ENSG00000239025.1
CDAN1,43015757.0,43029324.0,15,15q15.2,15q,15,q15.2,ENSG00000140326,ENSG00000140326.8
TTBK2,43030932.0,43213007.0,15,15q15.2,15q,15,q15.2,ENSG00000128881,ENSG00000128881.12
UBR1,43235095.0,43398311.0,15,15q15.2,15q,15,q15.2,ENSG00000159459,ENSG00000159459.7
EPB42,43398423.0,43513481.0,15,15q15.2,15q,15,q15.2,ENSG00000166947,ENSG00000166947.7
TMEM62,43415477.0,43477344.0,15,15q15.2,15q,15,q15.2,ENSG00000137842,ENSG00000137842.2
CCNDBP1,43477316.0,43487396.0,15,15q15.2,15q,15,q15.2,ENSG00000166946,ENSG00000166946.9
TGM5,43524793.0,43559055.0,15,15q15.2,15q,15,q15.2,ENSG00000104055,ENSG00000104055.10
TGM7,43568478.0,43594453.0,15,15q15.2,15q,15,q15.2,ENSG00000159495,ENSG00000159495.7
LCMT2,43619974.0,43622803.0,15,15q15.3,15q,15,q15.3,ENSG00000168806,ENSG00000168806.6
ADAL,43622872.0,43646096.0,15,15q15.3,15q,15,q15.3,ENSG00000168803,ENSG00000168803.10
ZSCAN29,43650370.0,43663223.0,15,15q15.3,15q,15,q15.3,ENSG00000140265,ENSG00000140265.8
TUBGCP4,43661419.0,43699293.0,15,15q15.3,15q,15,q15.3,ENSG00000137822,ENSG00000137822.8
RN7SL487P,43683633.0,43683925.0,15,15q15.3,15q,15,q15.3,ENSG00000243871,ENSG00000243871.2
TP53BP1,43699407.0,43802926.0,15,15q15.3,15q,15,q15.3,ENSG00000067369,ENSG00000067369.9
MAP1A,43803156.0,43823818.0,15,15q15.3,15q,15,q15.3,ENSG00000166963,ENSG00000166963.8
PPIP5K1,43825660.0,43882430.0,15,15q15.3,15q,15,q15.3,ENSG00000168781,ENSG00000168781.17
CATSPER2P1,44019116.0,44039292.0,15,15q15.3,15q,15,q15.3,ENSG00000205771,ENSG00000205771.2
CATSPER2,43920701.0,43960316.0,15,15q15.3,15q,15,q15.3,ENSG00000166762,ENSG00000166762.12
CKMT1A,43985084.0,43991420.0,15,15q15.3,15q,15,q15.3,ENSG00000223572,ENSG00000223572.5
CKMT1B,43885252.0,43897099.0,15,15q15.3,15q,15,q15.3,ENSG00000237289,ENSG00000237289.5
STRC,43891596.0,44010458.0,15,15q15.3,15q,15,q15.3,ENSG00000242866,ENSG00000242866.5
snoU13|ENSG00000238494.1,44005342.0,44005445.0,15,15q15.3,15q,15,q15.3,ENSG00000238494,ENSG00000238494.1
snoU13|ENSG00000238535.1,43905880.0,43905983.0,15,15q15.3,15q,15,q15.3,ENSG00000238535,ENSG00000238535.1
PDIA3,44038590.0,44065477.0,15,15q15.3,15q,15,q15.3,ENSG00000167004,ENSG00000167004.8
ELL3,44064798.0,44069741.0,15,15q15.3,15q,15,q15.3,ENSG00000128886,ENSG00000128886.7
SERF2,44069285.0,44094787.0,15,15q15.3,15q,15,q15.3,ENSG00000140264,ENSG00000140264.15
HYPK,44088340.0,44095241.0,15,15q15.3,15q,15,q15.3,ENSG00000242028,ENSG00000242028.1
MIR1282,44085857.0,44085957.0,15,15q15.3,15q,15,q15.3,ENSG00000221792,ENSG00000221792.1
SERINC4,44086360.0,44092419.0,15,15q15.3,15q,15,q15.3,ENSG00000184716,ENSG00000184716.9
MFAP1,44096690.0,44117000.0,15,15q15.3,15q,15,q15.3,ENSG00000140259,ENSG00000140259.6
WDR76,44119161.0,44160617.0,15,15q15.3,15q,15,q15.3,ENSG00000092470,ENSG00000092470.7
FRMD5,44162962.0,44487450.0,15,15q15.3,15q,15,q15.3,ENSG00000171877,ENSG00000171877.15
CASC4,44580927.0,44707956.0,15,15q15.3,15q,15,q15.3,ENSG00000166734,ENSG00000166734.14
CTDSPL2,44719432.0,44821236.0,15,15q15.3,15q,15,q15.3,ENSG00000137770,ENSG00000137770.9
RN7SL347P,44726452.0,44726705.0,15,15q15.3,15q,15,q15.3,ENSG00000265191,ENSG00000265191.1
EIF3J,44829255.0,44855227.0,15,15q21.1,15q,15,q21.1,ENSG00000104131,ENSG00000104131.8
SPG11,44854894.0,44955876.0,15,15q21.1,15q,15,q21.1,ENSG00000104133,ENSG00000104133.10
PATL2,44957930.0,45003514.0,15,15q21.1,15q,15,q21.1,ENSG00000229474,ENSG00000229474.2
B2M,45003675.0,45011075.0,15,15q21.1,15q,15,q21.1,ENSG00000166710,ENSG00000166710.13
TRIM69,45021186.0,45060027.0,15,15q21.1,15q,15,q21.1,ENSG00000185880,ENSG00000185880.8
C15orf43,45248900.0,45271427.0,15,15q21.1,15q,15,q21.1,ENSG00000167014,ENSG00000167014.6
SORD,45315302.0,45369383.0,15,15q21.1,15q,15,q21.1,ENSG00000140263,ENSG00000140263.9
DUOX2,45384848.0,45406542.0,15,15q21.1,15q,15,q21.1,ENSG00000140279,ENSG00000140279.8
DUOXA2,45406519.0,45410619.0,15,15q21.1,15q,15,q21.1,ENSG00000140274,ENSG00000140274.9
DUOXA1,45409569.0,45422136.0,15,15q21.1,15q,15,q21.1,ENSG00000140254,ENSG00000140254.8
DUOX1,45422131.0,45457774.0,15,15q21.1,15q,15,q21.1,ENSG00000137857,ENSG00000137857.13
SHF,45459412.0,45493373.0,15,15q21.1,15q,15,q21.1,ENSG00000138606,ENSG00000138606.15
SNORA11|ENSG00000261709.2,45506646.0,45507242.0,15,15q21.1,15q,15,q21.1,ENSG00000261709,ENSG00000261709.2
SLC28A2,45544428.0,45568149.0,15,15q21.1,15q,15,q21.1,ENSG00000137860,ENSG00000137860.7
GATM,45653322.0,45694525.0,15,15q21.1,15q,15,q21.1,ENSG00000171766,ENSG00000171766.11
SPATA5L1,45694529.0,45713617.0,15,15q21.1,15q,15,q21.1,ENSG00000171763,ENSG00000171763.13
C15orf48,45722727.0,45740959.0,15,15q21.1,15q,15,q21.1,ENSG00000166920,ENSG00000166920.6
MIR147B,45725248.0,45725327.0,15,15q21.1,15q,15,q21.1,ENSG00000211519,ENSG00000211519.1
SLC30A4,45771809.0,45815005.0,15,15q21.1,15q,15,q21.1,ENSG00000104154,ENSG00000104154.5
snoU13|ENSG00000238583.1,45783782.0,45783885.0,15,15q21.1,15q,15,q21.1,ENSG00000238583,ENSG00000238583.1
HMGN2P46,45803334.0,45878488.0,15,15q21.1,15q,15,q21.1,ENSG00000179362,ENSG00000179362.10
SNORA41|ENSG00000207516.1,45829448.0,45829575.0,15,15q21.1,15q,15,q21.1,ENSG00000207516,ENSG00000207516.1
BLOC1S6,45879321.0,45908197.0,15,15q21.1,15q,15,q21.1,ENSG00000104164,ENSG00000104164.6
SQRDL,45923346.0,45983492.0,15,15q21.1,15q,15,q21.1,ENSG00000137767,ENSG00000137767.9
SNORD11|ENSG00000238819.1,46643860.0,46643944.0,15,15q21.1,15q,15,q21.1,ENSG00000238819,ENSG00000238819.1
RN7SKP101,47012391.0,47012710.0,15,15q21.1,15q,15,q21.1,ENSG00000223308,ENSG00000223308.1
FKSG62,47425693.0,47426320.0,15,15q21.1,15q,15,q21.1,ENSG00000259752,ENSG00000259752.1
SEMA6D,47476298.0,48066420.0,15,15q21.1,15q,15,q21.1,ENSG00000137872,ENSG00000137872.11
RN7SKP139,47564794.0,47565086.0,15,15q21.1,15q,15,q21.1,ENSG00000222343,ENSG00000222343.1
SLC24A5,48413169.0,48434869.0,15,15q21.1,15q,15,q21.1,ENSG00000188467,ENSG00000188467.6
MYEF2,48431625.0,48470714.0,15,15q21.1,15q,15,q21.1,ENSG00000104177,ENSG00000104177.13
CTXN2,48483736.0,48495953.0,15,15q21.1,15q,15,q21.1,ENSG00000233932,ENSG00000233932.3
SLC12A1,48483861.0,48596275.0,15,15q21.1,15q,15,q21.1,ENSG00000074803,ENSG00000074803.13
DUT,48623208.0,48635570.0,15,15q21.1,15q,15,q21.1,ENSG00000128951,ENSG00000128951.9
FBN1,48700503.0,48938046.0,15,15q21.1,15q,15,q21.1,ENSG00000166147,ENSG00000166147.9
CEP152,49005125.0,49103343.0,15,15q21.1,15q,15,q21.1,ENSG00000103995,ENSG00000103995.9
SHC4,49115932.0,49255641.0,15,15q21.1,15q,15,q21.1,ENSG00000185634,ENSG00000185634.7
EID1,49170083.0,49172380.0,15,15q21.1,15q,15,q21.1,ENSG00000255302,ENSG00000255302.3
SECISBP2L,49280673.0,49338760.0,15,15q21.1,15q,15,q21.1,ENSG00000138593,ENSG00000138593.4
RN7SL577P,49334540.0,49334840.0,15,15q21.1,15q,15,q21.1,ENSG00000265942,ENSG00000265942.1
COPS2,49398268.0,49447858.0,15,15q21.1,15q,15,q21.1,ENSG00000166200,ENSG00000166200.10
GALK2,49447853.0,49660066.0,15,15q21.1,15q,15,q21.1,ENSG00000156958,ENSG00000156958.10
MIR4716,49461267.0,49461350.0,15,15q21.1,15q,15,q21.1,ENSG00000264210,ENSG00000264210.1
RN7SL307P,49491099.0,49491391.0,15,15q21.1,15q,15,q21.1,ENSG00000243338,ENSG00000243338.2
FAM227B,49619159.0,49913128.0,15,15q21.2,15q,15,q21.2,ENSG00000166262,ENSG00000166262.11
FGF7,49715293.0,49780972.0,15,15q21.2,15q,15,q21.2,ENSG00000140285,ENSG00000140285.5
DTWD1,49913177.0,49937333.0,15,15q21.2,15q,15,q21.2,ENSG00000104047,ENSG00000104047.10
ATP8B4,50150435.0,50475014.0,15,15q21.2,15q,15,q21.2,ENSG00000104043,ENSG00000104043.10
RNA5SP394,50274640.0,50274758.0,15,15q21.2,15q,15,q21.2,ENSG00000201086,ENSG00000201086.1
SLC27A2,50474393.0,50528592.0,15,15q21.2,15q,15,q21.2,ENSG00000140284,ENSG00000140284.6
HDC,50534144.0,50558223.0,15,15q21.2,15q,15,q21.2,ENSG00000140287,ENSG00000140287.6
RN7SL494P,50536828.0,50537128.0,15,15q21.2,15q,15,q21.2,ENSG00000241175,ENSG00000241175.2
GABPB1,50569389.0,50647605.0,15,15q21.2,15q,15,q21.2,ENSG00000104064,ENSG00000104064.12
U6|ENSG00000271819.1,50639620.0,50639726.0,15,15q21.2,15q,15,q21.2,ENSG00000271819,ENSG00000271819.1
MIR4712,50652526.0,50652607.0,15,15q21.2,15q,15,q21.2,ENSG00000264109,ENSG00000264109.1
USP8,50716577.0,50793280.0,15,15q21.2,15q,15,q21.2,ENSG00000138592,ENSG00000138592.9
RNA5SP395,50755578.0,50755695.0,15,15q21.2,15q,15,q21.2,ENSG00000252376,ENSG00000252376.1
USP50,50792759.0,50838905.0,15,15q21.2,15q,15,q21.2,ENSG00000170236,ENSG00000170236.10
TRPM7,50844670.0,50979012.0,15,15q21.2,15q,15,q21.2,ENSG00000092439,ENSG00000092439.9
RN7SL354P,50981097.0,50981388.0,15,15q21.2,15q,15,q21.2,ENSG00000243027,ENSG00000243027.2
