Gene Symbol,Locus ID,Cytoband,chr,chr_arm
B3GNTL1,146712,17q25.3,17,17q
METRNL,284207,17q25.3,17,17q
FLJ43681,388574,17q25.3,17,17q
ROCK1P1,727758,18p11.32,18,18p
USP14,9097,18p11.32,18,18p
THOC1,9984,18p11.32,18,18p
COLEC12,81035,18p11.32,18,18p
CETN1,1068,18p11.32,18,18p
CLUL1,27098,18p11.32,18,18p
C18orf56,494514,18p11.32,18,18p
TYMS,7298,18p11.32,18,18p
ENOSF1,55556,18p11.32,18,18p
YES1,7525,18p11.32,18,18p
ADCYAP1,116,18p11.32,18,18p
LINC00470,56651,18p11.32,18,18p
METTL4,64863,18p11.32,18,18p
NDC80,10403,18p11.32,18,18p
CBX3P2,645158,18p11.32,18,18p
SMCHD1,23347,18p11.32,18,18p
EMILIN2,84034,18p11.32,18,18p
LPIN2,9663,18p11.31,18,18p
LOC727896,727896,18p11.31,18,18p
MYOM1,8736,18p11.31,18,18p
MYL12A,10627,18p11.31,18,18p
MYL12B,103910,18p11.31,18,18p
TGIF1,7050,18p11.31,18,18p
DLGAP1,9229,18p11.31,18,18p
FLJ35776,649446,18p11.31,18,18p
LOC201477,201477,18p11.31,18,18p
LOC284215,284215,18p11.31,18,18p
C18orf42,642597,18p11.31,18,18p
LINC00526,147525,18p11.31,18,18p
LOC339290,339290,18p11.31,18,18p
ZFP161,7541,18p11.31,18,18p
EPB41L3,23136,18p11.31,18,18p
LOC645355,645355,18p11.31,18,18p
MIR3976,100616244,18p11.31,18,18p
TMEM200C,645369,18p11.31,18,18p
L3MBTL4,91133,18p11.31,18,18p
MIR4317,100422840,18p11.31,18,18p
hsa-mir-4317,-633,18p11.31,18,18p
LOC100130480,100130480,18p11.31,18,18p
ARHGAP28,79822,18p11.31,18,18p
LOC400643,400643,18p11.31,18,18p
LAMA1,284217,18p11.31,18,18p
LRRC30,339291,18p11.23,18,18p
PTPRM,5797,18p11.23,18,18p
LOC100192426,100192426,18p11.23,18,18p
RAB12,201475,18p11.22,18,18p
CCDC165,23255,18p11.22,18,18p
NDUFV2,4729,18p11.22,18,18p
ANKRD12,23253,18p11.22,18,18p
TWSG1,57045,18p11.22,18,18p
RALBP1,10928,18p11.22,18,18p
PPP4R1,9989,18p11.22,18,18p
RAB31,11031,18p11.22,18,18p
TXNDC2,84203,18p11.22,18,18p
VAPA,9218,18p11.22,18,18p
APCDD1,147495,18p11.22,18,18p
NAPG,8774,18p11.22,18,18p
PIEZO2,63895,18p11.22,18,18p
GNAL,2774,18p11.21,18,18p
CHMP1B,57132,18p11.21,18,18p
MPPE1,65258,18p11.21,18,18p
IMPA2,3613,18p11.21,18,18p
CIDEA,1149,18p11.21,18,18p
TUBB6,84617,18p11.21,18,18p
AFG3L2,10939,18p11.21,18,18p
SLMO1,10650,18p11.21,18,18p
SPIRE1,56907,18p11.21,18,18p
PSMG2,56984,18p11.21,18,18p
CEP76,79959,18p11.21,18,18p
PTPN2,5771,18p11.21,18,18p
SEH1L,81929,18p11.21,18,18p
CEP192,55125,18p11.21,18,18p
C18orf1,753,18p11.21,18,18p
LOC100288122,100288122,18p11.21,18,18p
MIR4526,100616130,18p11.21,18,18p
FAM210A,125228,18p11.21,18,18p
RNMT,8731,18p11.21,18,18p
MC5R,4161,18p11.21,18,18p
MC2R,4158,18p11.21,18,18p
ZNF519,162655,18p11.21,18,18p
ANKRD20A5P,440482,18p11.21,18,18p
CYP4F35P,284233,18p11.21,18,18p
CXADRP3,440224,18p11.21,18,18p
POTEC,388468,18p11.21,18,18p
ANKRD30B,374860,18p11.21,18,18p
MIR3156-2,100422907,18p11.21,18,18p
hsa-mir-3156-2,-698,18p11.21,18,18p
LOC644669,644669,18p11.21,18,18p
ROCK1,6093,18q11.1,18,18q
GREB1L,80000,18q11.1,18,18q
ESCO1,114799,18q11.2,18,18q
SNRPD1,6632,18q11.2,18,18q
ABHD3,171586,18q11.2,18,18q
MIR320C1,100302135,18q11.2,18,18q
hsa-mir-320c-1,-731,18q11.2,18,18q
MIB1,57534,18q11.2,18,18q
MIR1-2,406905,18q11.2,18,18q
MIR133A1,406922,18q11.2,18,18q
hsa-mir-1-2,-733,18q11.2,18,18q
hsa-mir-133a-1,-733,18q11.2,18,18q
GATA6,2627,18q11.2,18,18q
CTAGE1,64693,18q11.2,18,18q
MIR4741,100616139,18q11.2,18,18q
RBBP8,5932,18q11.2,18,18q
CABLES1,91768,18q11.2,18,18q
TMEM241,85019,18q11.2,18,18q
RIOK3,8780,18q11.2,18,18q
C18orf8,29919,18q11.2,18,18q
NPC1,4864,18q11.2,18,18q
ANKRD29,147463,18q11.2,18,18q
LAMA3,3909,18q11.2,18,18q
TTC39C,125488,18q11.2,18,18q
CABYR,26256,18q11.2,18,18q
OSBPL1A,114876,18q11.2,18,18q
MIR320C2,100302195,18q11.2,18,18q
hsa-mir-320c-2,-752,18q11.2,18,18q
IMPACT,55364,18q11.2,18,18q
HRH4,59340,18q11.2,18,18q
LOC729950,729950,18q11.2,18,18q
ZNF521,25925,18q11.2,18,18q
SS18,6760,18q11.2,18,18q
PSMA8,143471,18q11.2,18,18q
TAF4B,6875,18q11.2,18,18q
KCTD1,284252,18q11.2,18,18q
LOC728606,728606,18q11.2,18,18q
AQP4,361,18q11.2,18,18q
CHST9-AS1,147429,18q11.2,18,18q
CHST9,83539,18q11.2,18,18q
CDH2,1000,18q12.1,18,18q
MIR302F,100302131,18q12.1,18,18q
hsa-mir-302f,-797,18q12.1,18,18q
DSC3,1825,18q12.1,18,18q
DSC2,1824,18q12.1,18,18q
DSC1,1823,18q12.1,18,18q
DSG1,1828,18q12.1,18,18q
DSG4,147409,18q12.1,18,18q
DSG3,1830,18q12.1,18,18q
DSG2,1829,18q12.1,18,18q
LOC100652770,100652770,18q12.1,18,18q
TTR,7276,18q12.1,18,18q
B4GALT6,9331,18q12.1,18,18q
MCART2,147407,18q12.1,18,18q
TRAPPC8,22878,18q12.1,18,18q
RNF125,54941,18q12.1,18,18q
RNF138,51444,18q12.1,18,18q
MEP1B,4225,18q12.1,18,18q
FAM59A,64762,18q12.1,18,18q
WBP11P1,441818,18q12.1,18,18q
KLHL14,57565,18q12.1,18,18q
C18orf34,374864,18q12.1,18,18q
ASXL3,80816,18q12.1,18,18q
NOL4,8715,18q12.1,18,18q
DTNA,1837,18q12.1,18,18q
MAPRE2,10982,18q12.1,18,18q
ZNF397,84307,18q12.2,18,18q
ZSCAN30,100101467,18q12.2,18,18q
ZNF271,10778,18q12.2,18,18q
ZNF24,7572,18q12.2,18,18q
ZNF396,252884,18q12.2,18,18q
INO80C,125476,18q12.2,18,18q
MIR3975,100616257,18q12.2,18,18q
GALNT1,2589,18q12.2,18,18q
MIR187,406963,18q12.2,18,18q
hsa-mir-187,-840,18q12.2,18,18q
C18orf21,83608,18q12.2,18,18q
RPRD1A,55197,18q12.2,18,18q
SLC39A6,25800,18q12.2,18,18q
ELP2,55250,18q12.2,18,18q
MOCOS,55034,18q12.2,18,18q
FHOD3,80206,18q12.2,18,18q
TPGS2,25941,18q12.2,18,18q
KIAA1328,57536,18q12.2,18,18q
CELF4,56853,18q12.2,18,18q
MIR4318,100422857,18q12.2,18,18q
hsa-mir-4318,-853,18q12.2,18,18q
LOC647946,647946,18q12.2,18,18q
hsa-mir-924,-868,18q12.3,18,18q
KC6,641516,18q12.3,18,18q
PIK3C3,5289,18q12.3,18,18q
LOC284260,284260,18q12.3,18,18q
RIT2,6014,18q12.3,18,18q
SYT4,6860,18q12.3,18,18q
SETBP1,26040,18q12.3,18,18q
MIR4319,100422829,18q12.3,18,18q
hsa-mir-4319,-909,18q12.3,18,18q
SLC14A2,8170,18q12.3,18,18q
SLC14A1,6563,18q12.3,18,18q
SIGLEC15,284266,18q12.3,18,18q
EPG5,57724,18q12.3,18,18q
PSTPIP2,9050,18q21.1,18,18q
ATP5A1,498,18q21.1,18,18q
HAUS1,115106,18q21.1,18,18q
C18orf25,147339,18q21.1,18,18q
RNF165,494470,18q21.1,18,18q
LOXHD1,125336,18q21.1,18,18q
ST8SIA5,29906,18q21.1,18,18q
PIAS2,9063,18q21.1,18,18q
KATNAL2,83473,18q21.1,18,18q
LOC100506888,100506888,18q21.1,18,18q
TCEB3CL,728929,18q21.1,18,18q
TCEB3C,162699,18q21.1,18,18q
TCEB3B,51224,18q21.1,18,18q
HDHD2,84064,18q21.1,18,18q
IER3IP1,51124,18q21.1,18,18q
SMAD2,4087,18q21.1,18,18q
ZBTB7C,201501,18q21.1,18,18q
CTIF,9811,18q21.1,18,18q
MIR4743,100616366,18q21.1,18,18q
SMAD7,4092,18q21.1,18,18q
DYM,54808,18q21.1,18,18q
MIR4744,100616420,18q21.1,18,18q
C18orf32,497661,18q21.1,18,18q
MIR1539,100302257,18q21.1,18,18q
RPL17-C18ORF32,100526842,18q21.1,18,18q
RPL17,6139,18q21.1,18,18q
SNORD58C,100124516,18q21.1,18,18q
hsa-mir-1539,-943,18q21.1,18,18q
SNORD58A,26791,18q21.1,18,18q
SNORD58B,26790,18q21.1,18,18q
LIPG,9388,18q21.1,18,18q
ACAA2,10449,18q21.1,18,18q
SCARNA17,677769,18q21.1,18,18q
MYO5B,4645,18q21.1,18,18q
MIR4320,100422865,18q21.1,18,18q
hsa-mir-4320,-948,18q21.1,18,18q
CCDC11,220136,18q21.1,18,18q
MBD1,4152,18q21.1,18,18q
CXXC1,30827,18q21.1,18,18q
SKA1,220134,18q21.1,18,18q
MAPK4,5596,18q21.1,18,18q
MRO,83876,18q21.2,18,18q
ME2,4200,18q21.2,18,18q
ELAC1,55520,18q21.2,18,18q
SMAD4,4089,18q21.2,18,18q
MEX3C,51320,18q21.2,18,18q
LOC100287225,100287225,18q21.2,18,18q
DCC,1630,18q21.2,18,18q
MBD2,8932,18q21.2,18,18q
SNORA37,677819,18q21.2,18,18q
POLI,11201,18q21.2,18,18q
STARD6,147323,18q21.2,18,18q
C18orf54,162681,18q21.2,18,18q
C18orf26,284254,18q21.2,18,18q
RAB27B,5874,18q21.2,18,18q
CCDC68,80323,18q21.2,18,18q
TCF4,6925,18q21.2,18,18q
MIR4529,100616290,18q21.2,18,18q
LOC100505474,100505474,18q21.2,18,18q
TXNL1,9352,18q21.31,18,18q
WDR7,23335,18q21.31,18,18q
BOD1P,284257,18q21.31,18,18q
ST8SIA3,51046,18q21.31,18,18q
ONECUT2,9480,18q21.31,18,18q
FECH,2235,18q21.31,18,18q
NARS,4677,18q21.31,18,18q
LOC100505549,100505549,18q21.31,18,18q
ATP8B1,5205,18q21.31,18,18q
NEDD4L,23327,18q21.31,18,18q
MIR122,406906,18q21.31,18,18q
MIR3591,100616357,18q21.31,18,18q
hsa-mir-122,-1013,18q21.31,18,18q
ALPK2,115701,18q21.31,18,18q
MALT1,10892,18q21.32,18,18q
ZNF532,55205,18q21.32,18,18q
LOC390858,390858,18q21.32,18,18q
SEC11C,90701,18q21.32,18,18q
GRP,2922,18q21.32,18,18q
RAX,30062,18q21.32,18,18q
CPLX4,339302,18q21.32,18,18q
LMAN1,3998,18q21.32,18,18q
CCBE1,147372,18q21.32,18,18q
PMAIP1,5366,18q21.32,18,18q
MC4R,4160,18q21.32,18,18q
CDH20,28316,18q21.33,18,18q
RNF152,220441,18q21.33,18,18q
PIGN,23556,18q21.33,18,18q
KIAA1468,57614,18q21.33,18,18q
TNFRSF11A,8792,18q21.33,18,18q
ZCCHC2,54877,18q21.33,18,18q
PHLPP1,23239,18q21.33,18,18q
BCL2,596,18q21.33,18,18q
KDSR,2531,18q21.33,18,18q
VPS4B,9525,18q21.33,18,18q
SERPINB5,5268,18q21.33,18,18q
SERPINB12,89777,18q21.33,18,18q
SERPINB13,5275,18q21.33,18,18q
SERPINB4,6318,18q21.33,18,18q
SERPINB3,6317,18q21.33,18,18q
SERPINB11,89778,18q21.33,18,18q
SERPINB7,8710,18q21.33,18,18q
SERPINB2,5055,18q21.33,18,18q
SERPINB10,5273,18q21.33,18,18q
HMSD,284293,18q22.1,18,18q
SERPINB8,5271,18q22.1,18,18q
LINC00305,221241,18q22.1,18,18q
LOC284294,284294,18q22.1,18,18q
LOC400654,400654,18q22.1,18,18q
CDH7,1005,18q22.1,18,18q
CDH19,28513,18q22.1,18,18q
DSEL,92126,18q22.1,18,18q
LOC643542,643542,18q22.1,18,18q
TMX3,54495,18q22.1,18,18q
CCDC102B,79839,18q22.1,18,18q
DOK6,220164,18q22.2,18,18q
CD226,10666,18q22.2,18,18q
RTTN,25914,18q22.2,18,18q
SOCS6,9306,18q22.2,18,18q
LOC100505776,100505776,18q22.3,18,18q
CBLN2,147381,18q22.3,18,18q
NETO1,81832,18q22.3,18,18q
LOC400655,400655,18q22.3,18,18q
LOC100505817,100505817,18q22.3,18,18q
FBXO15,201456,18q22.3,18,18q
TIMM21,29090,18q22.3,18,18q
CYB5A,1528,18q22.3,18,18q
C18orf63,644041,18q22.3,18,18q
FAM69C,125704,18q22.3,18,18q
CNDP2,55748,18q22.3,18,18q
CNDP1,84735,18q22.3,18,18q
LOC400657,400657,18q22.3,18,18q
ZNF407,55628,18q22.3,18,18q
ZADH2,284273,18q22.3,18,18q
TSHZ1,10194,18q22.3,18,18q
C18orf62,284274,18q23,18,18q
LOC339298,339298,18q23,18,18q
ZNF516,9658,18q23,18,18q
LOC284276,284276,18q23,18,18q
LOC100131655,100131655,18q23,18,18q
ZNF236,7776,18q23,18,18q
MBP,4155,18q23,18,18q
GALR1,2587,18q23,18,18q
SALL3,27164,18q23,18,18q
ATP9B,374868,18q23,18,18q
NFATC1,4772,18q23,18,18q
CTDP1,9150,18q23,18,18q
KCNG2,26251,18q23,18,18q
PQLC1,80148,18q23,18,18q
HSBP1L1,440498,18q23,18,18q
TXNL4A,10907,18q23,18,18q
RBFA,79863,18q23,18,18q
ADNP2,22850,18q23,18,18q
LOC100130522,100130522,18q23,18,18q
PARD6G,84552,18q23,18,18q
FAM138A|chr19,645520,19p13.3,19,19p
FAM138F|chr19,641702,19p13.3,19,19p
FLJ45445,399844,19p13.3,19,19p
OR4F17,81099,19p13.3,19,19p
WASH5P,375690,19p13.3,19,19p
hsa-mir-1302-11,-585,19p13.3,19,19p
PPAP2C,8612,19p13.3,19,19p
MIER2,54531,19p13.3,19,19p
THEG,51298,19p13.3,19,19p
C2CD4C,126567,19p13.3,19,19p
SHC2,25759,19p13.3,19,19p
ODF3L2,284451,19p13.3,19,19p
MADCAM1,8174,19p13.3,19,19p
TPGS1,91978,19p13.3,19,19p
CDC34,997,19p13.3,19,19p
GZMM,3004,19p13.3,19,19p
BSG,682,19p13.3,19,19p
HCN2,610,19p13.3,19,19p
POLRMT,5442,19p13.3,19,19p
FGF22,27006,19p13.3,19,19p
RNF126,55658,19p13.3,19,19p
FSTL3,10272,19p13.3,19,19p
PRSS57,400668,19p13.3,19,19p
PALM,5064,19p13.3,19,19p
C19orf21,126353,19p13.3,19,19p
PTBP1,5725,19p13.3,19,19p
MIR4745,100616459,19p13.3,19,19p
LPPR3,79948,19p13.3,19,19p
MIR3187,100422854,19p13.3,19,19p
hsa-mir-3187,-591,19p13.3,19,19p
AZU1,566,19p13.3,19,19p
PRTN3,5657,19p13.3,19,19p
ELANE,1991,19p13.3,19,19p
CFD,1675,19p13.3,19,19p
MED16,10025,19p13.3,19,19p
R3HDM4,91300,19p13.3,19,19p
ARID3A,1820,19p13.3,19,19p
KISS1R,84634,19p13.3,19,19p
WDR18,57418,19p13.3,19,19p
GRIN3B,116444,19p13.3,19,19p
C19orf6,91304,19p13.3,19,19p
CNN2,1265,19p13.3,19,19p
ABCA7,10347,19p13.3,19,19p
HMHA1,23526,19p13.3,19,19p
POLR2E,5434,19p13.3,19,19p
GPX4,2879,19p13.3,19,19p
SBNO2,22904,19p13.3,19,19p
STK11,6794,19p13.3,19,19p
C19orf26,255057,19p13.3,19,19p
ATP5D,513,19p13.3,19,19p
MIDN,90007,19p13.3,19,19p
CIRBP-AS1,148046,19p13.3,19,19p
CIRBP,1153,19p13.3,19,19p
C19orf24,55009,19p13.3,19,19p
EFNA2,1943,19p13.3,19,19p
MUM1,84939,19p13.3,19,19p
NDUFS7,374291,19p13.3,19,19p
GAMT,2593,19p13.3,19,19p
DAZAP1,26528,19p13.3,19,19p
RPS15,6209,19p13.3,19,19p
APC2,10297,19p13.3,19,19p
C19orf25,148223,19p13.3,19,19p
PCSK4,54760,19p13.3,19,19p
REEP6,92840,19p13.3,19,19p
ADAMTSL5,339366,19p13.3,19,19p
PLK5,126520,19p13.3,19,19p
MEX3D,399664,19p13.3,19,19p
MBD3,53615,19p13.3,19,19p
UQCR11,10975,19p13.3,19,19p
TCF3,6929,19p13.3,19,19p
ONECUT3,390874,19p13.3,19,19p
ATP8B3,148229,19p13.3,19,19p
REXO1,57455,19p13.3,19,19p
LOC100288123,100288123,19p13.3,19,19p
MIR1909,100302210,19p13.3,19,19p
hsa-mir-1909,-598,19p13.3,19,19p
KLF16,83855,19p13.3,19,19p
FAM108A1,81926,19p13.3,19,19p
ADAT3,113179,19p13.3,19,19p
SCAMP4,113178,19p13.3,19,19p
CSNK1G2,1455,19p13.3,19,19p
CSNK1G2-AS1,255193,19p13.3,19,19p
BTBD2,55643,19p13.3,19,19p
MKNK2,2872,19p13.3,19,19p
MOB3A,126308,19p13.3,19,19p
IZUMO4,113177,19p13.3,19,19p
AP3D1,8943,19p13.3,19,19p
DOT1L,84444,19p13.3,19,19p
MIR1227,100302283,19p13.3,19,19p
PLEKHJ1,55111,19p13.3,19,19p
SF3A2,8175,19p13.3,19,19p
hsa-mir-1227,-602,19p13.3,19,19p
AMH,268,19p13.3,19,19p
MIR4321,100423031,19p13.3,19,19p
hsa-mir-4321,-602,19p13.3,19,19p
JSRP1,126306,19p13.3,19,19p
OAZ1,4946,19p13.3,19,19p
C19orf35,374872,19p13.3,19,19p
LINGO3,645191,19p13.3,19,19p
LSM7,51690,19p13.3,19,19p
SPPL2B,56928,19p13.3,19,19p
TMPRSS9,360200,19p13.3,19,19p
LMNB2,84823,19p13.3,19,19p
TIMM13,26517,19p13.3,19,19p
GADD45B,4616,19p13.3,19,19p
GNG7,2788,19p13.3,19,19p
DIRAS1,148252,19p13.3,19,19p
SLC39A3,29985,19p13.3,19,19p
SGTA,6449,19p13.3,19,19p
THOP1,7064,19p13.3,19,19p
ZNF554,115196,19p13.3,19,19p
ZNF555,148254,19p13.3,19,19p
ZNF556,80032,19p13.3,19,19p
ZNF57,126295,19p13.3,19,19p
ZNF77,58492,19p13.3,19,19p
TLE6,79816,19p13.3,19,19p
TLE2,7089,19p13.3,19,19p
AES,166,19p13.3,19,19p
GNA11,2767,19p13.3,19,19p
GNA15,2769,19p13.3,19,19p
NCLN,56926,19p13.3,19,19p
S1PR4,8698,19p13.3,19,19p
CELF5,60680,19p13.3,19,19p
NFIC,4782,19p13.3,19,19p
C19orf77,284422,19p13.3,19,19p
DOHH,83475,19p13.3,19,19p
FZR1,51343,19p13.3,19,19p
C19orf71,100128569,19p13.3,19,19p
MFSD12,126321,19p13.3,19,19p
HMG20B,10362,19p13.3,19,19p
GIPC3,126326,19p13.3,19,19p
TBXA2R,6915,19p13.3,19,19p
C19orf29-AS1,404665,19p13.3,19,19p
C19orf29,58509,19p13.3,19,19p
PIP5K1C,23396,19p13.3,19,19p
TJP3,27134,19p13.3,19,19p
APBA3,9546,19p13.3,19,19p
MRPL54,116541,19p13.3,19,19p
RAX2,84839,19p13.3,19,19p
MATK,4145,19p13.3,19,19p
ZFR2,23217,19p13.3,19,19p
ATCAY,85300,19p13.3,19,19p
ITGB1BP3,27231,19p13.3,19,19p
DAPK3,1613,19p13.3,19,19p
MIR637,693222,19p13.3,19,19p
hsa-mir-637,-615,19p13.3,19,19p
EEF2,1938,19p13.3,19,19p
SNORD37,26812,19p13.3,19,19p
PIAS4,51588,19p13.3,19,19p
ZBTB7A,51341,19p13.3,19,19p
MAP2K2,5605,19p13.3,19,19p
CREB3L3,84699,19p13.3,19,19p
SIRT6,51548,19p13.3,19,19p
ANKRD24,170961,19p13.3,19,19p
EBI3,10148,19p13.3,19,19p
CCDC94,55702,19p13.3,19,19p
SHD,56961,19p13.3,19,19p
TMIGD2,126259,19p13.3,19,19p
FSD1,79187,19p13.3,19,19p
STAP2,55620,19p13.3,19,19p
MPND,84954,19p13.3,19,19p
SH3GL1,6455,19p13.3,19,19p
CHAF1A,10036,19p13.3,19,19p
MIR4746,100616371,19p13.3,19,19p
UBXN6,80700,19p13.3,19,19p
HDGFRP2,84717,19p13.3,19,19p
PLIN4,729359,19p13.3,19,19p
PLIN5,440503,19p13.3,19,19p
LRG1,116844,19p13.3,19,19p
SEMA6B,10501,19p13.3,19,19p
TNFAIP8L1,126282,19p13.3,19,19p
C19orf10,56005,19p13.3,19,19p
DPP9,91039,19p13.3,19,19p
LOC100131094,100131094,19p13.3,19,19p
MIR7-3HG,284424,19p13.3,19,19p
MIR7-3,407045,19p13.3,19,19p
hsa-mir-7-3,-621,19p13.3,19,19p
FEM1A,55527,19p13.3,19,19p
TICAM1,148022,19p13.3,19,19p
PLIN3,10226,19p13.3,19,19p
ARRDC5,645432,19p13.3,19,19p
UHRF1,29128,19p13.3,19,19p
MIR4747,100616337,19p13.3,19,19p
KDM4B,23030,19p13.3,19,19p
PTPRS,5802,19p13.3,19,19p
ZNRF4,148066,19p13.3,19,19p
PLAC2,257000,19p13.3,19,19p
SAFB2,9667,19p13.3,19,19p
SAFB,6294,19p13.3,19,19p
C19orf70,125988,19p13.3,19,19p
HSD11B1L,374875,19p13.3,19,19p
RPL36,25873,19p13.3,19,19p
LONP1,9361,19p13.3,19,19p
TMEM146,257062,19p13.3,19,19p
PRR22,163154,19p13.3,19,19p
DUS3L,56931,19p13.3,19,19p
NRTN,4902,19p13.3,19,19p
FUT6,2528,19p13.3,19,19p
FUT3,2525,19p13.3,19,19p
FUT5,2527,19p13.3,19,19p
NDUFA11,126328,19p13.3,19,19p
VMAC,400673,19p13.3,19,19p
CAPS,828,19p13.3,19,19p
RANBP3,8498,19p13.3,19,19p
RFX2,5990,19p13.3,19,19p
ACSBG2,81616,19p13.3,19,19p
MLLT1,4298,19p13.3,19,19p
ACER1,125981,19p13.3,19,19p
CLPP,8192,19p13.3,19,19p
ALKBH7,84266,19p13.3,19,19p
PSPN,5623,19p13.3,19,19p
GTF2F1,2962,19p13.3,19,19p
KHSRP,8570,19p13.3,19,19p
MIR3940,100500888,19p13.3,19,19p
SLC25A41,284427,19p13.3,19,19p
SLC25A23,79085,19p13.3,19,19p
CRB3,92359,19p13.3,19,19p
DENND1C,79958,19p13.3,19,19p
TUBB4A,10382,19p13.3,19,19p
hsa-mir-220b,-634,19p13.3,19,19p
TNFSF9,8744,19p13.3,19,19p
CD70,970,19p13.3,19,19p
TNFSF14,8740,19p13.3,19,19p
C3,718,19p13.3,19,19p
GPR108,56927,19p13.3,19,19p
TRIP10,9322,19p13.3,19,19p
SH2D3A,10045,19p13.3,19,19p
VAV1,7409,19p13.3,19,19p
EMR1,2015,19p13.3,19,19p
EMR4P,326342,19p13.2,19,19p
FLJ25758,497049,19p13.2,19,19p
MBD3L2,125997,19p13.2,19,19p
MBD3L3,653657,19p13.2,19,19p
MBD3L4,653656,19p13.2,19,19p
MBD3L5,284428,19p13.2,19,19p
ZNF557,79230,19p13.2,19,19p
INSR,3643,19p13.2,19,19p
ARHGEF18,23370,19p13.2,19,19p
LOC100128573,100128573,19p13.2,19,19p
PEX11G,92960,19p13.2,19,19p
C19orf45,374877,19p13.2,19,19p
ZNF358,140467,19p13.2,19,19p
MCOLN1,57192,19p13.2,19,19p
PNPLA6,10908,19p13.2,19,19p
CAMSAP3,57662,19p13.2,19,19p
XAB2,56949,19p13.2,19,19p
C19orf79,100131801,19p13.2,19,19p
PCP2,126006,19p13.2,19,19p
STXBP2,6813,19p13.2,19,19p
RETN,56729,19p13.2,19,19p
C19orf59,199675,19p13.2,19,19p
TRAPPC5,126003,19p13.2,19,19p
FCER2,2208,19p13.2,19,19p
CLEC4G,339390,19p13.2,19,19p
CD209,30835,19p13.2,19,19p
CLEC4M,10332,19p13.2,19,19p
CLEC4GP1,440508,19p13.2,19,19p
EVI5L,115704,19p13.2,19,19p
FLJ22184,80164,19p13.2,19,19p
LOC388499,388499,19p13.2,19,19p
LRRC8E,80131,19p13.2,19,19p
MAP2K7,5609,19p13.2,19,19p
LOC100507588,100507588,19p13.2,19,19p
SNAPC2,6618,19p13.2,19,19p
CTXN1,404217,19p13.2,19,19p
TIMM44,10469,19p13.2,19,19p
ELAVL1,1994,19p13.2,19,19p
CCL25,6370,19p13.2,19,19p
FBN3,84467,19p13.2,19,19p
CERS4,79603,19p13.2,19,19p
CD320,51293,19p13.2,19,19p
NDUFA7,4701,19p13.2,19,19p
KANK3,256949,19p13.2,19,19p
RPS28,6234,19p13.2,19,19p
ANGPTL4,51129,19p13.2,19,19p
LOC100507567,100507567,19p13.2,19,19p
RAB11B,9230,19p13.2,19,19p
MARCH2,51257,19p13.2,19,19p
HNRNPM,4670,19p13.2,19,19p
PRAM1,84106,19p13.2,19,19p
ZNF414,84330,19p13.2,19,19p
MYO1F,4542,19p13.2,19,19p
ADAMTS10,81794,19p13.2,19,19p
ACTL9,284382,19p13.2,19,19p
OR2Z1,284383,19p13.2,19,19p
ZNF558,148156,19p13.2,19,19p
MBD3L1,85509,19p13.2,19,19p
MUC16,94025,19p13.2,19,19p
OR1M1,125963,19p13.2,19,19p
OR7G2,390882,19p13.2,19,19p
OR7G1,125962,19p13.2,19,19p
OR7G3,390883,19p13.2,19,19p
ZNF317,57693,19p13.2,19,19p
OR7D2,162998,19p13.2,19,19p
OR7D4,125958,19p13.2,19,19p
OR7E24,26648,19p13.2,19,19p
ZNF699,374879,19p13.2,19,19p
ZNF559-ZNF177,100529215,19p13.2,19,19p
ZNF559,84527,19p13.2,19,19p
ZNF177,7730,19p13.2,19,19p
ZNF266,10781,19p13.2,19,19p
ZNF560,147741,19p13.2,19,19p
ZNF426,79088,19p13.2,19,19p
ZNF121,7675,19p13.2,19,19p
ZNF561,93134,19p13.2,19,19p
LOC284385,284385,19p13.2,19,19p
ZNF562,54811,19p13.2,19,19p
ZNF812,729648,19p13.2,19,19p
ZNF846,162993,19p13.2,19,19p
FBXL12,54850,19p13.2,19,19p
PIN1,5300,19p13.2,19,19p
UBL5,59286,19p13.2,19,19p
OLFM2,93145,19p13.2,19,19p
COL5A3,50509,19p13.2,19,19p
RDH8,50700,19p13.2,19,19p
C3P1,388503,19p13.2,19,19p
ANGPTL6,83854,19p13.2,19,19p
C19orf66,55337,19p13.2,19,19p
EIF3G,8666,19p13.2,19,19p
P2RY11,5032,19p13.2,19,19p
PPAN-P2RY11,692312,19p13.2,19,19p
PPAN,56342,19p13.2,19,19p
SNORD105B,100113382,19p13.2,19,19p
SNORD105,692229,19p13.2,19,19p
DNMT1,1786,19p13.2,19,19p
S1PR2,9294,19p13.2,19,19p
MIR4322,100422925,19p13.2,19,19p
hsa-mir-4322,-663,19p13.2,19,19p
MRPL4,51073,19p13.2,19,19p
ICAM1,3383,19p13.2,19,19p
ICAM4,3386,19p13.2,19,19p
ICAM5,7087,19p13.2,19,19p
FDX1L,112812,19p13.2,19,19p
ZGLP1,100125288,19p13.2,19,19p
RAVER1,125950,19p13.2,19,19p
ICAM3,3385,19p13.2,19,19p
TYK2,7297,19p13.2,19,19p
CDC37,11140,19p13.2,19,19p
MIR1181,100302213,19p13.2,19,19p
hsa-mir-1181,-665,19p13.2,19,19p
PDE4A,5141,19p13.2,19,19p
KEAP1,9817,19p13.2,19,19p
S1PR5,53637,19p13.2,19,19p
ATG4D,84971,19p13.2,19,19p
KRI1,65095,19p13.2,19,19p
